0,0.6739224,0.2712808,0.9947126,0.06528676,0.9562019,0.7422018,0.7367016,0.2293856,0.9841214,0.9611807,0.9930344,0.407922,0.9970703,0.7337399,0.01688373,0.1741179,0.6728748,0.8100991,
1,0.995134,0.8735995,0.6664762,0.1333216,0.3666084,0.6291111,0.6387588,0.4703696,0.4427177,0.8587974,0.4742015,0.3133456,0.2621627,0.6944143,0.1402106,0.2632942,0.21508,0.1185293,
2,0.2233899,0.08724618,0.1084089,0.6113473,0.5732246,0.8997148,0.7034335,0.9612284,0.5044551,0.5137253,0.1917274,0.2389455,0.4190843,0.3137757,0.369841,0.666134,0.402576,0.2243577,
3,0.01919711,0.9371632,0.2376521,0.1195389,0.06195772,0.08920264,0.5732138,0.4147386,0.4989733,0.3095664,0.5343774,0.8381745,0.3086638,0.9471608,0.5350881,0.9837798,0.4299688,0.3104623,
4,0.3527033,0.7241074,0.9184697,0.9367623,0.4595879,0.5486647,0.6296916,0.220176,0.2458681,0.1322279,0.5329084,0.03657103,0.5883504,0.575105,0.2881982,0.783651,0.08306026,0.1583568,
5,0.02905393,0.7805082,0.05728567,0.5249783,0.8755533,0.5678213,0.5723971,0.2324952,0.1341935,0.7956816,0.7543933,0.2572884,0.2479482,0.1323924,0.7991843,0.1633135,0.9344131,0.461008,
6,0.4598567,0.7625026,0.1682295,0.5165135,0.9427171,0.246038,0.02269018,0.1301608,0.4229346,0.2838683,0.5472532,0.8129424,0.00594306,0.365282,0.7639377,0.1767595,0.7663336,0.914081,
7,0.6779425,0.2311636,0.2528997,0.5395467,0.076141,0.415577,0.3363679,0.04108071,0.3122633,0.3781906,0.9053204,0.1887264,0.5685485,0.2010603,0.5578685,0.2353452,0.6735492,0.3955596,
8,0.449634,0.5475773,0.1543995,0.8706254,0.1632864,0.9928184,0.04465735,0.7774149,0.478847,0.6547104,0.9881263,0.2518584,0.8463516,0.4122129,0.0454154,0.05884671,0.5264873,0.6151246,
9,0.1608263,0.4742269,0.8604647,0.1223812,0.4078997,0.4340977,0.6440074,0.8009781,0.6627753,0.8201284,0.9574355,0.6625446,0.8859468,0.8053166,0.7570921,0.714869,0.8801578,0.7348657,
10,0.5506739,0.4286003,0.2407314,0.9576184,0.6485038,0.3394486,0.5694311,0.4485015,0.3279245,0.3071988,0.3209768,0.1557742,0.8055663,0.0995512,0.9453964,0.09553409,0.6983452,0.8942592,
11,0.1797405,0.1406381,0.388896,0.4175738,0.4220309,0.519116,0.546536,0.3228043,0.9106773,0.2541863,0.9352015,0.5228406,0.01654959,0.891057,0.418572,0.4592258,0.7443004,0.6288594,
12,0.2937295,0.3804106,0.5100612,0.1103352,0.7266918,0.4280055,0.4838941,0.3918244,0.2277036,0.3792966,0.1104734,0.007315874,0.2131152,0.6353606,0.3402403,0.6078693,0.0609107,0.8338898,
13,0.4719999,0.07881439,0.5261722,0.6838312,0.2615679,0.7412478,0.6075799,0.1333898,0.9055171,0.01873672,0.5404282,0.4020002,0.02824914,0.9446057,0.1599314,0.1249081,0.1821371,0.6459903,
14,0.8577913,0.2638512,0.7971272,0.323595,0.5499663,0.9823573,0.9535078,0.9568881,0.9469529,0.8711106,0.8384019,0.308422,0.8204625,0.3281555,0.6501176,0.4948785,0.02152348,0.8442966,
